,Unnamed: 0,text,category,trans,translate
1751,1751,ಈಗ ನಿಜವಾದ ನಾಯಕ PRAJWAL  ಯಾರ್ಯಾರು ಕಾಯ್ತಾ ಇದ್ದೀರಾ ಒಂದು ಲೈಕ ಮಾಡಿ,Mixed feelings,ಈಗ ನಿಜವಾದ ನಾಯಕ ಪ್ರಜ್ವಲ್ ಯಾರ್ಯಾರು ಕಾಯ್ತಾ ಇದ್ದೀರಾ ಒಂದು ಲೈಕ ಮಾಡಿ,"Now, who is the real hero Prajwal?
"
1752,1752,ಕಣ್ಣೀರು ಹಾಕಿರುವ ಕಾರಣ ತಂದೆಯ ನೆನೆಪು ಅವರು ಕಷ್ಟ ಕಾಲದಲ್ಲಿ ಮಗನ ಬೆಂಗಾವಲಾಗಿ ನಿಂತಿದ್ದಕ್ಕೆ.ಇದನ್ನು ಕೆಲವರು ಅಪಾರ್ಥ ಕಲ್ಪಿಸಿಕೊಂಡಿದ್ದಾರೆ.,Negative,ಕಣ್ಣೀರು ಹಾಕಿರುವ ಕಾರಣ ತಂದೆಯ ನೆನೆಪು ಅವರು ಕಷ್ಟ ಕಾಲದಲ್ಲಿ ಮಗನ ಬೆಂಗಾವಲಾಗಿ ನಿಂತಿದ್ದಕ್ಕೆ.ಇದನ್ನು ಕೆಲವರು ಅಪಾರ್ಥ ಕಲ್ಪಿಸಿಕೊಂಡಿದ್ದಾರೆ.,"For the memory of the Father which standeth with the Son in times of trouble, because of the tears: which some have conceived, and are not able to bear:
"
1753,1753,Nejwad deushya torishi eg heliddu,Negative,ನೇಜ್ವಾದ್ ದೇಶ್ಯ ತೋರಿಸಿ ಏಜ್ ಹೇಳಿದ್ದು,"As told by Edge, showing the Nejvads intentions
"
1754,1754,@Sathish Soorgoli namdhu kolar guru,Mixed feelings,@ಸತಿಶ್ ಸೋರ್ಗೋಲಿ ನಮ್ದು ಕಲರ್ ಗುರು,"Satish Sorgoli is our colour guru
"
1755,1755,@Praveen Kumar caste dog spotted bale pan yar nimammana dagar nau thane d boss fans nimammana dagar madiddu husharagi nodkoli thunne asege yar jotenadru odihodaalu 🤣🤪,Negative,@ಪ್ರವೀಣ್ ಕುಮಾರ್ ಕಾಸ್ಟ್ ಡಾಗ್ ಸ್ಪಾಟೆಡ್ ಬಾಲೆ ಪ್ಯಾನ್ ಯಾರ್ ನಿಮಮ್ಮನ ಡಗರ್ ನೂ ಥಾಣೆ ಡ್ ಬಾಸ್ ಫ್ಯಾನ್ಸ್ ನಿಮಮ್ಮನ ಡಗರ್ ಮಾಡಿದ್ದು ಹುಷಾರಾಗಿ ನೊಂಕೋಲಿ ತನ್ ಆಸೆಗೆ ಯಾರ್ ಜೊತೆನಾದರು ಓಡಿಹೊದಲು 🤣🤪,"@ Praveenkumar Cast Dogged Bale Pan Yaar Nimamma's Dagar Nu Thane Dogged by Thane's Boss Fans
"
1756,1756,FOCUS KARNATAKA howdhu 🤪,unknown state,ಫೋಕಸ್ ಕರ್ನಾಟಕ ಹೌದು 🤪,"Focus Karnataka Yes
"
1757,1757,anna intha kachada nahigallna roast madodralli tapenilla asn dialogue  daritapdhorna kshamisbodhu thap daari hiddhornallla  nim jothe iddhivi anna,Negative,ಅನ್ನಾ ಇಂಥ ಕಚಡ ನಾಹಿಗಳ್ಳ ರೋಸ್ಟ್ ಮದೊರ್ರಲ್ಲಿ ತಾಪೆನಿಲ್ಲ ಆನ್ಸ್ ಡಿಲ್ಲಾಲೋಜ್ ದರಿತಪ್ಧೂರ್ಣ ಕ್ಷಮಿಸಬಹುದು ಥ್ಯಾಪ್ ದಾರಿ ಹಿದ್ಧೂರ್ನಲ್ಲ ನಿಮ್ ಜೋತೆ ಇದ್ದಿವಿ ಅನ್ನಾ,"Anna is such a nasty little roast motherfucker that I'm sorry, Anne's Dillalose.
"
1758,1758,@Nandi Parthasarathi sarcasm,unknown state,@ನಂದಿ ಪರ್ಥಸರಾತಿ ಸರ್ಕಸ್,"the @ nandi parthasarathi circus
"
1759,1759,shambhu baligar sir superrrrrrrrrrrrrr,Positive,ಶಂಭು ಬಲಿಗಾರ್ ಸಾರ್ ಸರ್ಪರ್ರರ್,"Shambhu Baligar Sir Sarparer
"
1760,1760,ಮಿಂಡರಿಗುಟ್ಟಿದೊನೆ. ನಿನ್ನ. ಮಾತೆ.   ಹೆಚ್ಚಾಯಿತಲ್ಲೋ,Mixed feelings,ಮಿಂಡರಿಗುಟ್ಟಿದೊನೆ. ನಿನ್ನ. ಮಾತೆ. ಹೆಚ್ಚಾಯಿತಲ್ಲೋ,"You are silent.
"
1761,1761,Rajesha C N,unknown state,ರಾಜೇಶ ಸಿಎಸಿ ನ್,"Rajesh C.S.
"
1762,1762,Idu esta Janagalage like aagide,Positive,ಇದು ಎಸ್ಟ್ ಜನಗಳಿಗೆ ಲೈಕ್ ಆಗಿದೆ,"It is a favourite of the people
"
1763,1763,Yaru tension agbede yakandre dislike madiravru mindrika kadeyavru🤣,Negative,ಯಾರು ಟೆನ್ಶನ್ ಅಗ್ಬೇಡೆ ಯಾಕಾಂದ್ರೆ ದಿಸ್ಲಿಕೆ ಮಾಡಿರುವು ಮೀಂದ್ರಿಕ ಕಡೆಯವರು🤣,"Who did Tennyson Agbede and Yacande Dissleke are on the other side of the brain.
"
1764,1764,hawdale thugari tippa,Negative,ಹೌದಲೇ ತೊಗರಿ ಟಿಪ್ಪ,"Yes, Thogi Tippa
"
1765,1765,dandega takka maga sirnjhevana annodu hege anta thorise kottavru neu sirnyellanhayaka natarante sokeman nevalla sir,Mixed feelings,ದಂಡೆಗೆ ತಕ್ಕ ಮಗ ಸಿರ್ಂಭೇವನ ಅನ್ನೋದು ಹೇಗೆ ಅಂತ ಥಾರಿಸ್ ಕೊಟ್ಟವರು ನ್ಯೂ ಸಿರ್ನೆಲ್ಲಾಮಾಯಕ ನಟರಂತೆ ಸೋಕೆಮನ್ ನೆವಲ್ಲಾ ಸಾರ್,""""" ""How is it that the son who deserves punishment is Sirmbhewa?"" """"
"
1766,1766,Jai D BoSs,Positive,ಜೈ ಡ್ ಬಾಸ್,"Jade Boss
"
1767,1767,What a movie superb,not-Kannada,ವ್ಯಾಟ್ ಏ ಮೂವಿ ಸುಪರ್ಬ್,"What a Movie Super Over
"
1768,1768,@poojitha subbaiah Hai ennane ullira,unknown state,@ಪೂಜಿತ ಸುಬ್ಬಯ್ಯ ಹೈ ಎನ್ನನೇ ಉಲ್ಲಿರ,"@ Pujita Subbaiah Hai Onion
"
1769,1769,Un like madorge mana maryadine ella guru oledelidru kidodrthada adthare,Negative,ಅನ್ ಲೈಕ್ ಮಾಡೋರ್ಗೆ ಮನ ಮಾರ್ಯಾಡಿನ್ ಎಲ್ಲಾ ಗುರು ಒಳೆದೆಲಿದರು ಕೀಡೊರ್ಧದ ಆದ್ದರೆ,"To Unlike Mador, Mana Maradin will take all the gurus inside if you're a kitten.
"
1770,1770,Still no 1 trending,Positive,ಸ್ಟಿಲ್ ನೋ 1 ಟ್ರೆಂಡಿಂಗ್,"Trending No 1
"
1771,1771,Arjun janyan karkond bandu music kelisiri,Positive,ಅರ್ಜುನ್ ಜೂನಿಯನ್ ಕಾರ್ಕೊಂಡ್ ಬಂದು ಮ್ಯೂಸಿಕ್ ಕೆಲಿಸಿರಿ,"Arjun Jr. comes in to play music
"
1772,1772,ಇಂಥ ಒಳ್ಳೆ ಫಿಲ್ಮ್ ಗಳ ಹಾವಳಿ ನಂಗೆ ಗೊತ್ತಿದ್ದ ಮಟ್ಟಿಗೆ ಲೂಸಿಯಾ,Positive,ಇಂಥ ಒಳ್ಳೆ ಫಿಲ್ಮ್ ಗಳ ಹಾವಳಿ ನಂಗೆ ಗೊತ್ತಿದ್ದ ಮಟ್ಟಿಗೆ ಲೂಸಿಯಾ,"As far as I know, Lucia has been a victim of such great films.
"
1773,1773,@VARAPRASAD K K shaata dagaar Savi Savi nenapu dagaar soole darshan though DeepunAA mudya choolbart kittod mukhakke thank thumba hair wigngaddakku shaata kittu anskondidaane choolbart.  avnige mettina haarane kodbeku🤣🤣,Negative,@ವರಪ್ರಸಾದ್ ಕಿ ಕಿ ಶಾಟ ಡಗರ್ ಸವಿ ಸವಿ ನೆನಪು ಡಗರ್ ಸೋಲೆ ದರ್ಶನ್ ತೋಘ್ ದೀಪುನಾ ಮುದ್ಯ ಚಾಲ್ಬರ್ಟ್ ಕಿಟಾಡ್ ಮುಖಕ್ಕೆ ಥ್ಯಾಂಕ್ ತುಂಬ ಹೈರ್ ವಿಗ್ಂಗದ್ದಕ್ಕೂ ಶಾಟ ಕಿತ್ತು ಅಂಸ್ಕೋಂದಿದನ್ನ ಚಾಲ್ಬರ್ಟ್. ಅವನಿಗೆ ಮೆಟ್ಟಿನ ಹಾರನ್ ಕೊಡ್ಬೇಕು🤣🤣,"@ varaprasad Ki Shota Dagar Savi Savi Smriti Dagar Solay Darshan Thogh Dipuna Mudha Thank you to Charbert Kitad's face.
"
1774,1774,Love u boss,not-Kannada,ಲವ್ ಊ ಬಾಸ್,"Love you boss
"
1775,1775,Adre ivaga beda. Ee COVID-19 ella mugibeku,Positive,ಅದ್ರೆ ಇವಾಗ ಬೇಡ. ಈ ಕವ್ಯಿಡ್-19 ಎಲ್ಲಾ ಮುಗಿಬೇಕು,"Don't sleep this time. this COVID-19 must be over
"
1776,1776,@Sanju Sp adhu gun hesru,unknown state,@ಸಂಜು ಎಸ್ಪಿ ಅದು ಗನ್ ಹೆಸ್ರು,"@ sanju sp that's the gun.
"
1777,1777,ವಾರಕ್ಕೆ 10-15 ಸಿನಿಮಾ ರಿಲೀಸ್ ಆದರೆ ಯಾರ್ ನೋಡ್ತಾರೆ,Negative,ವಾರಕ್ಕೆ 10-15 ಸಿನಿಮಾ ರಿಲೀಸ್ ಆದರೆ ಯಾರ್ ನೋಡ್ತಾರೆ,"10-15 movies to release in a week
"
1778,1778,I felt same,Mixed feelings,ಈ ಫೆಲ್ಟ್ ಸಾಮೆ,"This pestilence
"
1779,1779,Tik tok  bevarsigalanna chaina   gadiyalli chaddiyalli bomb ettu chaina  kade  odisa beku avaga sari agutte,Negative,ಟಿಕ್ ಟೋಕ್ ಬವವರ್ಷಿಗಳನ್ನು ಚೈನಾ ಗಡಿಯಲ್ಲಿ ಚಡ್ಡಿಯಲ್ಲಿ ಬಾಂಬ್ ಎತ್ತು ಚೈನಾ ಕಡೆ ಓಡಿಸ ಬೇಕು ಅವಾಗ ಸಾರಿ ಆಗುತ್ತೆ,"Tik Tok gets banned on China border
"
1780,1780,ಸರ್ ಅಶ್ವತ್ಥಾಮ ಆ ವೈದ್ಯರ ಮನೆಗೆ ಬರುತ್ತಿದ್ದ ಅಂತ ಹೇಳುದ್ರಿ ಅವನಿಗೆ ಹೇಗೆ  ಗೊತ್ತು ಅವರು ವೈದ್ಯರು ಅಂತ ಮತ್ತೆ ಮುಖ್ಯವಾಗಿ ಮಹಾಭಾರತ ಕಾಲದಲ್ಲಿ ಹಿಂದಿ,unknown state,ಸರ್ ಅಶ್ವತ್ಥಾಮ ಆ ವೈದ್ಯರ ಮನೆಗೆ ಬರುತ್ತಿದ್ದ ಅಂತ ಹೇಳುದ್ರಿ ಅವನಿಗೆ ಹೇಗೆ ಗೊತ್ತು ಅವರು ವೈದ್ಯರು ಅಂತ ಮತ್ತೆ ಮುಖ್ಯವಾಗಿ ಮಹಾಭಾರತ ಕಾಲದಲ್ಲಿ ಹಿಂದಿ,"How does he know that Sir Ashwathama used to come to that doctor's house?
"
1781,1781,Super bro,Positive,ಸೂಪರ್ ಬ್ರೋ,"Super Bro
"
1782,1782,@Reginald Kelly Kannada da bagge sumne matadidre(includes people too) adu namgu naatutte,Negative,@ರೇಜಿನಲ್ ಕೆಲ್ಲಿ ಕನ್ನಡ ದ ಬಗ್ಗೆ ಸುಂಂಹೆ ಮಾತಾಡಿದ್ರೆ(ಇಂಕ್ಲೋಡ್ಸ್ ಪೀಪಲ್ ಟೂ) ಅದು ನಂಗು ನಾಟುತ್ತೆ,"@ ReginalKelly: If he talks about Kannada, it's my country.
"
1783,1783,@RADHA RADHA gn mem,unknown state,@ರಾಧಾ ರಾಧಾ ಜಿಎನ್ ಮೆಂ,"@ Radha GN Mem
"
1784,1784,Best.    Song,not-Kannada,ಬೆಸ್ಟ್. ಸಾಂಗ್,"Best song
"
1785,1785,Vijay parkash sir🤩,Positive,ವಿಜಯ್ ಪರ್ಕಾಶ್ ಸಾರ್🤩,"Vijay Parkash Sir
"
1786,1786,జై డి బాస్ అభిమాని,not-Kannada,జై డి బాస్ అభిమాని,""""" """" """" """"
"
1787,1787,signature step is ultimate,not-Kannada,ಸಿಗ್ನೇಚರ್ ಸ್ಟೇಪ್ ಐಎಸ್ ಉಳ್ತಿಮತೆ,"Signature step IS capability
"
1788,1788,urkolli nodi avrella,Negative,ಅರುಕೊಳ್ಳಿ ನೋಡಿ ಅವರೆಲ್ಲ,"See them all
"
1789,1789,ಹೌದೋ ಹುಲಿಯಾ,Mixed feelings,ಹೌದೋ ಹುಲಿಯಾ,"Yes dear
"
1790,1790,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ ಸೂಪರ್‌ ಸಾ೦ಗ್ ರಕ್ಷಿತ ಅಣ್ಣ ಸೂಪರ್‌  ಆಲ ದಿ ಬೆಸ್ಟ್ ಕಿಚ್ಚ ಸುದೀಪ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ,Positive,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ ಸೂಪರ್\u200c ಸಾ೦ಗ್ ರಕ್ಷಿತ ಅಣ್ಣ ಸೂಪರ್\u200c ಆಲ ದಿ ಬೆಸ್ಟ್ ಕಿಚ್ಚ ಸುದೀಪ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ,"This is a historic creation of Avatar Super\ u200c song by the protective brother Super\ u200c All the Best Kiccha Sudeep Fans
"
1791,1791,@venu gopal kabja release aagli inge support madthivi ..... but Nw it's ASN time .....,Positive,@ವೇನು ಗೋಪಾಲ್ ಕಬ್ಜ ರಿಲೀಸ್ ಆಗ್ಲಿ ಇಂಗೆ ಸುಪ್ಪೋರ್ಟ್ ಮಾಡ್ತಿವಿ ..... ಬೂತ್ ನಿವಿ ಐಟಿ'ಎಸ್ ಆನ್ಸ್ ಟೈಮ್ .....,"@ Venni Gopal Kabza is releasing and supporting...... Booth Nivi IT's Ontime....
"
1792,1792,1.4k dislikes from rashmika fans may be ...,Negative,1.4ಕಿ ಡಿಸ್ಲೈಕ್ಸ್ ಫ್ರಮ್ ರಶ್ಮಿಕ ಫ್ಯಾನ್ಸ್ ಮೆ ಬಿ ...,"1.4K Dislikes From Rasmik Fans
"
1793,1793,I love promod sir voice,Positive,ಈ ಲವ್ ಪ್ರೋಮೋಡ್ ಸಾರ್ ವೈಸ್,"This Love Promode Sir Vice
"
1794,1794,ಸುಪರ್ ತೊಗರಿ ತಿಪ್ಪ,Positive,ಸುಪರ್ ತೊಗರಿ ತಿಪ್ಪ,"Super spark
"
1795,1795,Odeya  avane srimannarayana nRakshit shetty =likenDarshan = dislikenJai DBoobs dagarshan,Mixed feelings,ಒಡೆಯ ಅವನೇ ಶ್ರಿಮಂನರಾಯನ ನ್ರಾಕ್ಷಿತ್ ಶೆಟ್ಟಿ =ಲಿಕೆಂಡರ್ಶನ್ = ದಿಸ್ಲಿಕೆಂಜಿ ಡ್ಬಾಬ್ಸ್ ಡಗರ್ಶನ್,"Shrimannarayanan Nrakshit Shetty = Lickendershan = Dislikenji Doobbs Duggerson
"
1796,1796,Divakar gee saryag ugdidhiraa.. 🤣🤣lob u broo,Negative,ದಿವಾಕರ್ ಜೀ ಸರ್ಯಾಗ್ ಉಗ್ದಿಧಿರಾ.. 🤣🤣ಲಾಬ್ ಊ ಬ್ರೂ,"Diwakar Ji Sarayag Ugdidhira...
"
1797,1797,sir nem no kodie plz plz,Positive,ಸಾರ್ ನೇಮ್ ನೋ ಕೊಡಿ ಪಿಜಿ ಪಿಜಿ,"Sir Name No Please PG
"
1798,1798,@Abhigowda Abhigowda,unknown state,@ಅಭಿಗೌಡ ಅಭಿಗೌಡ,"@ abhigouda abhigowda
"
1799,1799,Super bro love India,not-Kannada,ಸೂಪರ್ ಬ್ರೋ ಲವ್ ಇಂಡಿಯಾ,"Super Bro Love India
"
1800,1800,@twisted formals nin amman yako lowda nkn dboss tus patakinin obba sule maga,Negative,@ಟ್ವಿಸ್ಟೆಡ್ ಫಾರ್ಮಲ್ಸ್ ನೀನ್ ಅಮ್ಮನ್ ಯಾಕೋ ಲೋವಾ ನಿನಿಎನ್ ಡ್ಯಾಸ್ ಟಸ್ ಪತಕಿನಿನ್ ಒಬ್ಬ ಸುಳೆ ಮಗ,"@ Twisted Farms Nin Amman Yaako Lova Nin Des Tus Patakinin is a doting son
"
1801,1801,4 times per day,unknown state,4 ಟೈಮ್ಸ್ ಪರ್ ಡೇ,"4 Times per day
"
1802,1802,Ebru kannada films na promote madtavre.ningyo kho beku comparison madodu......,Positive,ಇಬ್ರು ಕನ್ನಡ ಫಿಲ್ಮಸ್ ನಾ ಪ್ರೋಮೋಟ್ ಮದ್ತಾವರೆ.ನಿಂಗ್ಯೋ ಖೋ ಬೇಕು ಕಂಪ್ಯಾರಿಸನ್ ಮಾಡೊದು......,"This is a Kannada film.
"
1803,1803,ನನಗೆ ಇಷ್ಟವಾದ ಕಥೆ ತೊಗರಿ ತಿಪ್ಪ,Positive,ನನಗೆ ಇಷ್ಟವಾದ ಕಥೆ ತೊಗರಿ ತಿಪ್ಪ,"My favourite story
"
1804,1804,Matte film ge banni sir,Positive,ಮತ್ತೆ ಫಿಲ್ಮ್ ಗೆ ಬನ್ನಿ ಸಾರ್,"Back to the movies
"
1805,1805,@Nandi Parthasarathi mars venus inda bartira,Mixed feelings,@ನಂದಿ ಪರ್ಥಸರಾತಿ ಮಾರ್ಸ್ ವೀನಸ್ ಇಂದ ಬರ್ತೀರಾ,"Is @ nandi _ parthasarathi from Mars Venus?
"
1806,1806,ಈ ಸಿನಿಮಾದಿಂದ ಗೊತ್ತಗುತ್ತೆ ಸಿನಿಮಾಕ್ಕೆ ಕಥೆ,Positive,ಈ ಸಿನಿಮಾದಿಂದ ಗೊತ್ತಗುತ್ತೆ ಸಿನಿಮಾಕ್ಕೆ ಕಥೆ,"The story of the film...
"
1807,1807,ಆ ಬಂದುಕಿಗೆ ಇದೆ ಘನ ಹೆಸರು..,Mixed feelings,ಆ ಬಂದುಕಿಗೆ ಇದೆ ಘನ ಹೆಸರು..,"This dock is named after...
"
1808,1808,Please upload Full movie original bgm,not-Kannada,ಪ್ಲೀಸ್ ಅಪ್ಲೋಡ್ ಫುಲ್ ಮೂವಿ ಒರಿಜಿನಲ್ ಬೆಜ್,"Please upload full movie original
"
1809,1809,Song ista adaro illi like madi,Positive,ಸಾಂಗ್ ಇಸ್ಟ್ ಆದರೋ ಇಲ್ಲಿ ಲೈಕ್ ಮಾಡಿ,"Listen to the song here
"
1810,1810,@Syed Akbar hello srk athava salman khan fan... Ninge race 3 ne sari... nnnnSuper story alvaa race 3,Negative,@ಸೈಯದ್ ಅಕ್ಬರ್ ಹೆಲ್ಲೊ ಸ್ಕ್ ಅಥವಾ ಸಲ್ಮಾನ್ ಖಾನ್ ಫ್ಯಾನ್... ನಿಂಗೆ ರೇಸ್ 3 ನೇ ಸಾರಿ... ನನ್ನ್ನೂಪರ್ ಸ್ಟೋರಿ ಆಳ್ವಾ ರೇಸ್ 3,"@ Sayyid Akbar Helo Ski or Salman Khan Fan.. you race 3 times.. nannupar story alva race 3
"
1811,1811,Tiktok Dattu putra🤣 ugeeri inna,Negative,ಟಿಕ್ಟಾಕ್ ದತ್ತು ಪುತ್ರ🤣 ಉಗೀರಿ ಇನ್ನ,"TikTok's adopted son surrenders
"
1812,1812,ನನಗು ತೊರಸಿ ಅಶ್ವತ್ತಾಮರಾ,unknown state,ನನಗು ತೊರಸಿ ಅಶ್ವತ್ತಾಮರಾ,"Leave me alone
"
1813,1813,Bhai Main Kabhi Aisa video Nahi Dekha Kisi movie mein,Negative,ಭಾಯ್ ಮೇನ್ ಕಭಿ ಐಸಾ ವೀಡಿಯೋ ನಾಹಿ ದೇಖಾ ಕಿಸಿ ಮೂವಿ ಮೀನ್,"Bhai Man Kabhi Nahi Dekha Kisi Movie Meen
"
1814,1814,Super Film Dia,Positive,ಸೂಪರ್ ಫಿಲ್ಮ್ ಡಿಯಾ,"Super film
"
1815,1815,Kalyana Karnataka ivaga,Positive,ಕಲ್ಯಾಣ ಕರ್ನಾಟಕ ಇವಾಗ,"Karnataka welfare
"
1816,1816,Idu idu bekithu namgelargu.... Jai rakshitha bai,Positive,ಇದು ಇದು ಬೇಕಾಯಿತು ನಂಗೆಲರ್ಗು.... ಜೈ ರಕ್ಷಿತ ಬಾಯ್,"This is what is needed.
"
1817,1817,Tiktok ದೂಳು ivathinda,Negative,ಟಿಕ್ಟಾಕ್ ದೂಳು ಇವತಿಂದ,"From Tik Tok
"
1818,1818,Paramvah Music hindi,unknown state,ಪರಮ್ವಃ ಮ್ಯೂಸಿಕ್ ಹಿಂದಿ,"Genre: Music
"
1819,1819,You have bright future,not-Kannada,ಯುಎ ಹ್ಯಾವ್ ಬ್ರೈಟ್ ಫ್ಯೂಚರ್,"UA Have Bright Future
"
1820,1820,ಶುಭವಾಗಲಿ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣನಿಗೆ,Positive,ಶುಭವಾಗಲಿ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣನಿಗೆ,"Good luck to him sir.
"
1821,1821,Prithvi swalpa  otte kadme maadkoli ...you look good as well you need it as an actor...,Negative,ಪೃಥ್ವಿ ಸ್ವಲ್ಪ ಒಟ್ಟೆ ಕದ್ಮೆ ಮಾಂಕೊಳಿ ...ಯುಎ ಲುಕ್ ಗುಡ್ ಆಸ್ ವೆಲ್ ಯುಎ ನೀಡ್ ಐಟಿ ಆಸ್ ಅನ್ ಆಕ್ಟರ್...,"Prithvi looks good in the USA, wants IT as an actor
"
1822,1822,Anjali Devi  mk,not-Kannada,ಅಂಜಲಿ ದೇವಿ ಎಂಕೆ,"Anjali Devi
"
1823,1823,Thumba chennagide  nimma abhipraya..,Positive,ತುಂಬ ಚೆನ್ನಾಗಿದೆ ನಿಮ್ಮ ಅಭಿಪ್ರಾಯ..,"Your opinion is very good.
"
1824,1824,Good wareki sir 9845027639,unknown state,ಗುಡ್ ವಾರೇಕಿ ಸಾರ್ 9845027639,"Good Waraeki Sir 9845027639
"
1825,1825,ನಿಜವಾಗ್ಲೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ.... song Rakshith sir.. all the very best..,Positive,ನಿಜವಾಗ್ಲೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ.... ಸಾಂಗ್ ರಕ್ಷಿತ್ ಸಾರ್.. ಆಲ ದ ವೆರಿ ಬೆಸ್ಟ್..,"In fact, it is a history-making incarnation of Rakshit sir.
"
1826,1826,Super guru tumba channag matadtira i like it,Positive,ಸೂಪರ್ ಗುರು ತುಂಬ ಚೆನ್ನಾಗ್ ಮತದ್ತಿರ ಈ ಲೈಕ್ ಐಟಿ,"The super guru is a very good voter
"
1827,1827,First  song kelide,Mixed feelings,ಫಸ್ಟ್ ಸಾಂಗ್ ಕೇಳಿದೆ,"Listen to the first song
"
1828,1828,ಅದ್ಭುತವಾದ ಹಾಡುnಹಿನ್ನಲೆ ಸಂಗೀತ ಇನ್ನೂ ಅದ್ಭುತ..,Positive,ಅದ್ಭುತವಾದ ಹಾಡುನ್ಹಿನ್ನಲೆ ಸಂಗೀತ ಇನ್ನೂ ಅದ್ಭುತ..,"The background music is beautiful.
"
1829,1829,Need it in Hindiiiiiiii,not-Kannada,ನೀಡ್ ಐಟಿ ಇನ್ ಹಿಂದಿಯಿ,"Need IT in Hindi
"
1830,1830,Yuddha maadabeku oodabaaradu katukara mundhe Bhagavadgeethe.. Great lines!,Positive,ಯುದ್ಧ ಮಾಡಬೇಕು ಓದಬಾರದು ಕತುಕಾರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ.. ಗ್ರೇಟ್ ಲೈನ್ಸ್!,"War must not be read... the Great Lines!
"
1831,1831,Good information sir but ivattu yako parokshavaģi  China desha vanna hogalida hage ittu adru ade nija  satya yavaglu kahiyagi irutte,Mixed feelings,ಗುಡ್ ಇಂಫಾರ್ಮೆಷನ್ ಸಾರ್ ಬೂತ್ ಇವತ್ತು ಯಾಕೋ ಪರೋಕ್ಷģಈ ಚೀನಾ ದೇಶ ವನ್ನ ಹೊಗಳಿದ ಹಾಗೆ ಇಟ್ಟು ಅದ್ರು ಅದೆ ನಿಜ ಸತ್ಯ ಯಾವಾಗ್ಲೂ ಕಹಿಯಾಗಿ ಇರುತ್ತೆ,""""" ""Good information Sir Booth,"" ""he said,"" ""today, while praising China, the truth is always bitter."" """"
"
1832,1832,KGF CHAPTER 2,not-Kannada,ಜೆಬ್ ಚಾಪ್ಟರ್ 2,"Jab Chapter 2
"
1833,1833,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Positive,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,"Chandan Shetty's video
"
1834,1834,@Creative Kannadiga tysm Anna....nivu comment madidakke...bt sry Anna...bcaz nan insta use madalla,Positive,@ಕ್ರಿಯೇಟಿವ್ ಕನ್ನಡಿಗ ಟಿಸ್ ಅನ್ನಾ....ನೀವು ಕಾಮೆಂಟ್ ಮಾಡಿದಕ್ಕೆ...ಬಿಟ್ ಶ್ರೀ ಅನ್ನಾ...ಬ್ಯಾಜ್ ನಾನ್ ಇನಷ್ಟ ಯೂಸ್ ಮಾಡಲ್ಲ,"@ Creative Glass TisAnnaBit Sri Anna for your comment the badge is not used
"
1835,1835,Shetru birthday party dina haadiro haadu aawaginindaa wait maadtide.....,Positive,ಶೆಟ್ರು ಬಿರ್ತಿ ಪಾರ್ಟಿ ದಿನ ಹಾಡಿರೋ ಹಾಡು ಆವಾಗಿನಿಂದ ವೈಟ್ ಮಾಡ್ತಿದೆ.....,"The song has been playing since the day the party was held.
"
1836,1836,Devaru kododu nidana hagide nAndre jaasthi kodthane hantanThilkoli,Mixed feelings,ದೇವರು ಕೊಡೊದು ನಿದಾನ ಹಾಗಿದೆ ನಾಂದ್ರೆ ಜಾಸ್ತಿ ಕೊಡ್ತನೆ ಹಂತಂತಿಲ್ಕೊಳಿ,"God has given me a cure.
"
1837,1837,Appu fans yellaru nimma movie nodthivi,Positive,ಅಪ್ಪು ಫ್ಯಾನ್ಸ್ ಎಲ್ಲರೂ ನಿಮ್ಮ ಮೂವಿ ನೋಡ್ತಿವಿ,"All your fans are going gaga over your movie
"
1838,1838,ಎಂಥ lines,unknown state,ಎಂಥ ಲೈನ್ಸ್,"What lines?
"
1839,1839,Osm bro 🤣🤣🤣tiktok shok madutidru avayalla 🤣🤣🤣🤣🤣,Positive,ಆಸಂ ಬ್ರೋ 🤣🤣🤣ಟಿಕ್ಟಾಕ್ ಶೋಕ್ ಮಾಡುತಿದ್ರು ಅವಯಲ್ಲಿ 🤣🤣🤣🤣🤣,"Asam Bro Tiktok mourns
"
